,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Day,Month,Year,Hour,Minute,Total Consumption
24992,1.38,0.0,238.55,5.8,19,11,2008,10,18,18.0
24993,1.522,0.0,237.01,6.4,31,12,2007,21,49,18.0
24994,3.368,0.0,241.55,14.2,16,1,2008,6,50,18.0
24995,0.478,0.114,242.31,2.0,19,7,2009,21,45,0.0
24996,1.516,0.28,238.31,6.4,20,4,2010,8,3,19.0
24997,2.448,0.234,241.0,10.2,18,2,2010,6,54,20.0
24998,0.404,0.338,240.95,2.2,6,2,2008,6,26,3.0
24999,0.166,0.054,232.58,0.8,23,7,2007,10,8,0.0
25000,2.458,0.196,241.6,10.2,4,8,2007,3,12,2.0
25001,0.308,0.122,249.72,1.2,21,12,2009,3,46,0.0
25002,0.626,0.374,239.4,3.4,7,12,2010,0,36,7.0
25003,0.684,0.062,242.0,2.8,29,10,2008,21,20,0.0
25004,0.246,0.248,238.81,1.4,8,12,2008,12,16,1.0
25005,0.402,0.106,240.8,1.8,3,6,2007,12,21,1.0
25006,0.324,0.264,242.96,1.6,8,9,2009,20,46,1.0
25007,0.302,0.072,244.44,1.2,20,11,2007,6,30,0.0
25008,0.248,0.0,246.6,1.0,1,10,2010,5,29,0.0
25009,0.324,0.0,244.49,1.4,22,1,2008,1,34,0.0
25010,1.38,0.196,239.2,5.8,21,9,2009,11,3,20.0
25011,0.412,0.174,240.76,2.0,1,5,2007,11,43,0.0
25012,0.454,0.214,242.01,2.0,27,4,2008,17,8,1.0
25013,2.606,0.0,245.35,10.6,27,12,2008,4,15,20.0
25014,0.654,0.114,241.19,2.8,17,4,2010,13,21,2.0
25015,2.332,0.218,234.72,10.0,30,12,2006,19,51,18.0
25016,0.224,0.0,243.21,1.0,3,3,2007,1,17,0.0
25017,0.474,0.124,247.0,2.0,24,11,2009,2,19,1.0
25019,1.242,0.068,237.12,5.2,10,5,2007,9,30,17.0
25020,0.406,0.196,238.98,1.8,18,2,2007,17,7,2.0
25021,0.208,0.106,241.04,1.0,23,9,2009,5,52,3.0
25022,0.496,0.224,245.53,2.2,2,1,2008,2,22,0.0
25023,1.416,0.0,242.76,5.8,5,9,2009,10,10,19.0
25024,0.37,0.3,236.38,2.0,14,5,2007,14,44,2.0
25025,0.276,0.0,248.08,1.2,28,12,2009,5,46,1.0
25026,3.386,0.064,237.88,14.8,30,3,2010,13,22,50.0
25027,0.224,0.118,245.91,1.0,10,2,2009,1,47,1.0
25028,0.352,0.222,241.14,1.6,15,9,2009,14,18,1.0
25029,2.288,0.586,243.58,9.6,29,4,2008,23,31,1.0
25030,0.274,0.094,239.0,1.2,26,7,2010,12,45,2.0
25031,0.94,0.218,241.1,4.0,6,10,2007,14,50,1.0
25032,2.718,0.094,235.21,11.6,5,8,2008,11,58,18.0
25033,1.972,0.312,242.54,8.2,2,1,2008,23,19,1.0
25034,0.236,0.128,241.86,1.0,17,6,2009,6,20,0.0
25035,5.7,0.058,233.5,24.4,3,10,2007,22,54,53.0
25036,1.424,0.126,241.7,5.8,2,10,2007,13,30,17.0
25037,0.502,0.154,247.04,2.4,22,10,2009,6,11,4.0
25038,1.448,0.08,239.01,6.0,22,10,2008,8,22,18.0
25039,1.506,0.188,243.76,6.2,17,3,2009,2,38,18.0
25040,0.08,0.0,240.86,0.2,8,8,2008,15,12,0.0
25041,1.706,0.0,239.64,7.0,23,10,2009,7,54,18.0
25042,2.058,0.0,241.05,8.4,17,11,2007,15,21,23.0
25043,0.438,0.0,245.77,1.8,28,2,2010,0,18,0.0
25044,0.222,0.0,240.82,1.0,16,7,2008,16,4,1.0
25045,0.08,0.0,240.52,0.2,26,8,2008,9,44,0.0
25046,5.988,0.054,233.27,25.6,28,9,2008,20,57,53.0
25047,1.338,0.078,233.67,5.6,6,5,2007,14,42,17.0
25048,0.226,0.138,242.87,1.0,29,8,2009,6,6,3.0
25049,3.148,0.194,239.79,13.6,24,9,2007,16,54,46.0
25050,2.802,0.078,240.09,12.8,29,3,2009,16,5,19.0
25051,1.522,0.218,240.53,6.4,7,7,2007,20,0,18.0
25052,0.206,0.09,233.48,1.0,5,3,2007,6,4,0.0
25053,0.932,0.0,245.1,3.8,1,10,2008,15,31,0.0
25054,0.314,0.26,242.82,1.6,13,7,2009,7,38,3.0
25055,1.782,0.224,240.7,7.6,7,11,2010,6,13,25.0
25056,0.236,0.12,242.51,1.0,13,5,2008,13,2,2.0
25057,0.308,0.204,240.7,1.6,31,7,2010,7,7,1.0
25058,0.4,0.232,240.72,1.8,11,8,2007,0,20,2.0
25059,0.942,0.13,243.31,4.0,20,1,2007,23,47,0.0
25060,0.432,0.08,246.02,1.8,21,5,2010,0,10,1.0
25061,0.222,0.0,243.45,1.0,2,7,2007,1,4,0.0
25062,3.404,0.0,239.3,14.2,10,5,2009,22,26,38.0
25063,1.778,0.228,240.57,7.4,19,4,2009,22,0,2.0
25064,1.348,0.078,237.66,5.6,9,3,2010,10,20,18.0
25065,0.244,0.108,240.78,1.0,8,6,2010,22,31,2.0
25066,0.31,0.06,240.42,1.4,26,5,2010,12,29,0.0
25067,0.252,0.104,241.08,1.0,22,7,2010,5,35,2.0
25068,1.83,0.086,241.9,7.4,14,1,2009,12,30,18.0
25069,0.294,0.124,246.24,1.2,25,1,2007,5,53,0.0
25070,3.55,0.048,237.35,14.8,13,2,2008,10,59,55.0
25071,0.328,0.238,241.08,1.6,24,6,2008,0,55,2.0
25072,0.246,0.0,243.55,1.0,14,2,2008,14,41,0.0
25073,1.338,0.316,240.27,5.6,13,7,2008,14,28,12.0
25074,0.318,0.134,243.62,1.4,20,7,2009,16,48,3.0
25075,0.222,0.0,244.8,1.0,27,2,2007,17,10,0.0
25076,0.348,0.09,241.74,1.4,18,5,2009,0,18,1.0
25077,0.356,0.098,243.27,1.4,13,5,2010,6,40,1.0
25078,1.034,0.168,240.99,4.2,18,5,2010,22,18,1.0
25079,2.108,0.0,235.28,9.0,24,1,2007,19,2,0.0
25080,0.482,0.274,239.31,2.2,10,9,2010,2,47,1.0
25081,0.278,0.128,240.52,1.4,17,4,2007,4,6,0.0
25082,3.384,0.242,242.09,14.6,4,1,2008,15,1,48.0
25083,0.676,0.404,243.69,3.2,15,5,2010,10,58,1.0
25084,0.342,0.074,247.28,1.4,1,8,2009,15,0,0.0
25085,0.884,0.0,240.56,3.6,22,10,2008,22,40,1.0
25087,1.76,0.222,238.53,7.4,16,9,2009,8,25,19.0
25088,1.344,0.092,236.69,5.6,27,7,2008,9,54,18.0
25089,1.406,0.178,237.41,5.8,21,11,2009,8,22,20.0
25090,1.768,0.14,238.09,7.4,22,11,2010,9,0,28.0
25091,0.324,0.246,241.48,1.6,19,8,2009,21,10,2.0
25092,0.21,0.096,236.23,1.0,19,7,2007,18,57,1.0
25093,1.648,0.068,237.26,6.8,15,5,2009,9,26,18.0
25094,0.302,0.074,236.08,1.2,6,1,2007,2,6,0.0
25095,3.002,0.0,236.87,12.6,20,11,2008,7,29,17.0
25096,1.38,0.092,239.16,5.8,25,5,2010,10,41,18.0
25097,0.962,0.214,240.4,4.0,22,7,2009,22,10,0.0
25098,0.408,0.078,239.03,2.0,15,5,2008,13,55,0.0
25099,0.428,0.114,242.85,1.8,5,10,2009,10,34,2.0
25100,1.44,0.194,239.14,6.0,13,2,2008,9,56,18.0
25101,0.164,0.0,241.13,1.0,13,7,2008,4,7,1.0
25102,0.25,0.13,244.27,1.2,21,7,2008,23,17,1.0
25103,3.268,0.15,239.99,13.6,18,9,2008,12,40,1.0
25104,1.592,0.186,242.08,6.6,1,6,2010,11,28,19.0
25105,0.28,0.252,241.51,1.4,27,8,2007,17,54,1.0
25106,0.394,0.2,242.82,1.8,17,2,2009,1,22,2.0
25107,2.314,0.0,241.46,9.6,1,4,2007,5,47,0.0
25108,1.258,0.1,241.09,5.2,21,6,2009,22,28,1.0
25109,0.326,0.126,241.08,1.4,4,3,2007,12,56,0.0
25110,2.368,0.554,240.61,10.0,9,10,2010,17,46,30.0
25111,0.386,0.0,242.86,1.6,12,9,2009,13,52,1.0
25112,0.202,0.0,240.21,0.8,29,10,2007,6,27,0.0
25113,1.086,0.53,240.44,5.0,17,6,2010,19,59,13.0
25114,1.432,0.098,239.54,6.0,20,12,2007,12,38,17.0
25115,0.884,0.66,240.78,5.8,7,12,2008,12,35,1.0
25116,0.212,0.0,241.8,1.0,6,9,2009,5,1,1.0
25117,3.822,0.262,234.72,16.2,17,12,2006,11,23,53.0
25118,1.93,0.282,237.85,8.2,24,5,2008,17,8,27.0
25119,0.35,0.098,244.12,1.4,2,7,2010,6,34,1.0
25120,1.548,0.098,243.95,6.4,25,10,2010,23,23,2.0
25121,2.828,0.048,231.65,14.8,23,5,2007,6,30,17.0
25122,2.892,0.184,236.96,12.2,17,10,2007,21,57,17.0
25123,0.244,0.188,243.93,1.2,20,9,2007,16,37,1.0
25124,0.482,0.214,243.28,2.2,17,10,2010,17,18,1.0
25125,0.296,0.094,243.15,1.2,11,6,2009,23,14,1.0
25126,0.432,0.0,242.81,2.0,28,2,2009,21,44,0.0
25127,2.56,0.126,240.91,10.6,1,1,2007,1,6,0.0
25128,0.306,0.138,245.0,1.4,22,5,2008,0,5,1.0
25129,0.212,0.082,235.58,1.0,8,6,2007,16,16,0.0
25130,0.222,0.084,235.64,1.2,26,7,2007,4,7,0.0
25131,2.674,0.336,235.76,11.4,27,5,2007,17,14,20.0
25132,0.294,0.214,243.14,1.4,6,11,2007,5,44,0.0
25133,0.568,0.3,241.55,2.6,10,12,2010,15,59,1.0
25134,0.44,0.168,239.59,2.0,11,8,2008,1,53,0.0
25135,0.31,0.0,242.85,1.4,23,4,2010,4,0,1.0
25136,1.466,0.058,242.53,6.0,30,4,2009,9,39,19.0
25137,0.732,0.22,242.2,3.0,16,3,2010,17,46,2.0
25138,3.402,0.226,239.63,14.2,31,12,2006,8,47,0.0
25139,1.346,0.0,241.86,5.4,15,4,2008,9,31,18.0
25140,0.48,0.104,240.31,2.2,5,5,2008,17,33,1.0
25141,0.33,0.218,239.59,1.6,13,8,2010,15,4,1.0
25142,0.78,0.168,238.61,3.2,11,3,2009,10,13,1.0
25143,0.432,0.26,238.21,2.0,24,6,2010,18,41,2.0
25144,1.378,0.116,241.16,5.6,11,10,2009,13,27,20.0
25145,1.182,0.0,236.86,5.0,9,4,2008,12,10,18.0
25146,3.186,0.476,238.29,13.4,2,5,2008,17,11,18.0
25147,1.56,0.064,241.28,6.4,20,12,2008,23,45,18.0
25148,1.642,0.238,235.88,7.2,16,7,2007,20,2,12.0
25149,0.386,0.202,240.15,1.8,6,9,2007,11,26,0.0
25150,0.248,0.0,245.99,1.2,28,2,2007,0,26,0.0
25151,0.392,0.116,243.4,1.8,23,4,2009,3,5,0.0
25152,1.496,0.166,239.79,6.2,13,11,2008,10,13,17.0
25153,0.154,0.0,243.11,0.6,26,8,2009,16,44,0.0
25154,0.25,0.134,240.25,1.2,14,6,2008,6,1,0.0
25155,1.468,0.0,241.29,6.0,25,12,2007,17,19,0.0
25156,0.58,0.208,242.46,2.4,10,5,2009,23,2,4.0
25157,2.604,0.0,239.41,11.8,20,12,2008,11,53,39.0
25158,0.308,0.0,243.51,1.4,30,4,2009,3,28,1.0
25159,2.074,0.24,240.35,8.6,27,3,2009,19,53,0.0
25160,0.46,0.202,241.47,2.0,2,5,2007,0,38,1.0
25161,0.364,0.106,242.76,1.6,19,7,2010,16,51,1.0
25162,1.474,0.064,240.3,6.2,29,11,2007,11,37,17.0
25163,1.45,0.19,239.94,6.0,25,4,2008,8,23,19.0
25164,1.982,0.276,241.62,8.2,20,6,2009,0,40,32.0
25165,0.482,0.282,240.62,2.2,10,9,2010,2,17,1.0
25166,0.124,0.0,243.34,0.6,22,6,2007,23,5,0.0
25167,2.996,0.09,243.18,12.2,27,11,2008,6,15,18.0
25168,1.47,0.112,243.31,6.0,1,7,2008,23,25,18.0
25169,0.08,0.0,241.13,0.2,30,8,2008,1,26,0.0
25170,0.142,0.0,240.18,0.6,9,5,2007,15,33,1.0
25171,0.276,0.11,236.13,1.2,5,9,2007,6,27,1.0
25172,1.546,0.324,239.53,6.6,21,4,2009,6,3,2.0
25173,0.15,0.0,242.75,0.6,17,8,2009,4,1,1.0
25174,0.264,0.096,243.42,1.2,28,7,2009,13,6,1.0
25175,0.326,0.12,242.65,1.4,26,10,2009,9,55,0.0
25176,3.76,0.212,240.43,15.6,31,10,2009,15,4,58.0
25177,1.61,0.0,241.73,6.6,17,6,2007,21,0,19.0
25178,0.664,0.256,245.17,2.8,17,2,2010,15,54,5.0
25179,0.268,0.0,247.49,1.2,1,7,2010,3,5,1.0
25180,0.35,0.324,240.75,2.0,15,6,2007,1,39,1.0
25181,1.39,0.122,241.31,5.8,17,8,2009,7,27,19.0
25182,0.316,0.102,242.2,1.4,21,3,2007,6,14,0.0
25183,0.538,0.146,242.61,2.2,12,8,2007,0,2,0.0
25184,3.276,0.098,234.9,14.4,30,5,2010,8,23,17.0
25185,0.398,0.136,240.72,1.8,9,6,2009,8,45,0.0
25186,0.72,0.252,243.86,3.2,20,9,2009,4,39,2.0
25187,1.628,0.078,243.88,6.6,27,1,2010,13,22,19.0
25188,0.424,0.158,235.71,2.2,5,2,2007,2,26,1.0
25189,0.246,0.054,241.3,1.0,26,2,2010,4,35,1.0
25190,0.896,0.09,240.4,4.2,25,1,2007,9,17,11.0
25191,0.332,0.116,244.15,1.4,21,4,2008,13,26,1.0
25192,0.244,0.0,242.34,1.0,24,10,2008,18,2,1.0
25193,0.17,0.0,240.83,0.8,7,3,2007,16,31,0.0
25194,0.412,0.214,241.74,1.8,13,4,2008,15,39,2.0
25195,1.46,0.236,240.3,6.0,6,2,2009,9,59,19.0
25196,0.214,0.088,237.2,1.0,23,7,2007,23,17,0.0
25197,0.232,0.048,237.34,1.0,7,10,2010,1,43,0.0
25198,0.24,0.11,241.25,1.0,28,6,2010,3,24,2.0
25199,0.236,0.0,247.98,1.0,14,1,2009,5,28,0.0
25200,0.404,0.12,243.66,1.8,5,9,2009,1,48,0.0
25201,1.762,0.11,239.45,7.4,23,12,2008,10,1,18.0
25202,0.212,0.0,238.94,0.8,21,8,2007,19,31,0.0
25204,0.432,0.188,241.94,1.8,23,2,2010,1,4,0.0
25205,1.476,0.108,246.91,6.0,21,1,2009,14,10,19.0
25206,1.534,0.224,236.76,6.6,16,8,2007,10,0,17.0
25207,0.554,0.122,245.15,2.4,27,1,2009,0,6,0.0
25208,1.488,0.162,240.16,6.2,14,2,2009,12,31,18.0
25209,0.384,0.1,246.39,1.6,1,6,2009,4,34,0.0
25210,1.396,0.07,244.4,5.6,19,11,2007,14,4,19.0
25211,1.656,0.148,240.88,7.0,12,1,2008,11,3,20.0
25212,0.284,0.092,240.8,1.2,7,3,2007,13,27,0.0
25213,1.636,0.086,242.91,6.6,28,11,2009,20,50,19.0
25214,0.222,0.0,244.64,1.0,3,12,2007,1,32,0.0
25215,0.542,0.08,244.05,2.2,5,2,2009,16,51,1.0
25216,1.976,0.254,242.9,8.2,20,12,2009,9,8,18.0
25217,1.268,0.0,238.62,5.2,21,11,2009,10,58,18.0
25218,0.386,0.186,245.67,1.6,14,11,2010,5,34,2.0
25219,0.52,0.092,242.63,2.2,26,12,2008,16,26,0.0
25220,0.384,0.1,244.78,1.6,21,10,2010,3,12,1.0
25221,1.514,0.09,243.12,6.2,17,12,2008,9,3,21.0
25222,0.278,0.0,244.97,1.2,3,4,2010,14,23,1.0
25223,0.672,0.118,247.74,2.6,14,12,2009,15,50,1.0
25224,0.558,0.292,239.85,2.6,22,6,2009,19,59,1.0
25225,0.408,0.0,245.98,1.8,17,2,2010,4,49,1.0
25226,2.422,0.0,242.79,10.8,12,8,2009,9,29,19.0
25227,1.906,0.186,237.07,8.0,19,1,2007,7,52,0.0
25228,0.668,0.116,244.15,2.8,30,11,2007,22,19,0.0
25229,1.488,0.128,238.63,6.2,16,4,2009,9,8,18.0
25230,3.456,0.202,233.5,14.8,8,6,2007,23,46,16.0
25231,0.376,0.082,239.01,1.6,10,6,2007,13,0,0.0
25232,3.004,0.47,243.78,12.4,21,12,2009,21,42,19.0
25233,0.206,0.0,239.82,1.0,17,7,2008,12,5,0.0
25234,1.388,0.114,237.45,5.8,7,11,2008,10,14,18.0
25235,0.516,0.27,237.99,2.6,10,11,2008,15,8,3.0
25236,0.264,0.11,242.31,1.2,6,6,2010,20,19,2.0
25237,1.796,0.222,238.12,7.6,24,10,2008,19,37,1.0
25238,0.742,0.11,241.68,3.0,24,2,2010,7,3,0.0
25239,2.484,0.306,244.41,10.2,18,10,2010,20,41,22.0
25240,0.3,0.0,239.29,1.4,5,10,2008,3,38,1.0
25241,0.266,0.058,246.43,1.2,22,1,2009,0,27,0.0
25242,1.832,0.0,239.97,7.6,11,11,2008,10,19,18.0
25244,0.4,0.204,237.58,1.8,17,5,2007,1,28,0.0
25245,0.426,0.2,234.65,2.0,24,4,2007,16,19,1.0
25246,0.252,0.088,243.62,1.2,14,9,2010,0,32,1.0
25247,0.264,0.068,243.75,1.2,15,11,2008,3,51,0.0
25248,3.664,0.152,236.13,15.4,10,2,2007,0,47,57.0
25249,1.512,0.176,233.7,6.6,17,7,2007,18,38,18.0
25250,1.334,0.106,236.44,5.6,28,3,2007,11,4,18.0
25251,0.412,0.056,241.25,1.8,19,3,2007,13,46,0.0
25252,0.76,0.232,240.17,3.4,27,3,2010,1,46,8.0
25253,2.008,0.16,244.34,8.2,27,12,2008,0,53,0.0
25254,1.48,0.0,240.84,6.0,23,9,2009,13,25,18.0
25255,0.682,0.184,242.37,3.2,30,10,2008,23,22,2.0
25256,0.262,0.132,242.31,1.2,17,5,2008,0,58,0.0
25257,1.406,0.086,243.58,5.8,27,2,2010,15,1,20.0
25258,0.27,0.048,247.42,1.2,20,1,2009,23,45,0.0
25259,0.708,0.222,243.31,3.4,9,4,2009,2,51,7.0
25260,0.43,0.154,242.37,1.8,11,8,2008,16,25,0.0
25261,0.158,0.0,241.17,0.6,29,7,2010,21,49,0.0
25262,0.612,0.0,242.06,2.4,3,12,2010,20,13,0.0
25263,1.458,0.378,240.12,6.2,14,12,2007,20,4,1.0
25264,1.03,0.048,242.79,4.2,12,10,2008,18,40,0.0
25265,1.432,0.096,246.17,5.8,20,1,2009,14,44,19.0
25266,3.066,0.224,235.24,13.0,11,10,2007,21,21,17.0
25267,0.318,0.078,240.5,1.4,9,9,2008,6,46,1.0
25268,0.358,0.084,239.21,1.6,18,10,2007,11,26,0.0
25269,0.19,0.0,240.71,0.8,8,5,2010,1,53,1.0
25270,2.526,0.312,239.67,11.0,15,6,2008,20,27,24.0
25271,0.61,0.102,243.97,2.6,21,9,2008,15,27,2.0
25272,0.288,0.114,243.36,1.2,9,5,2009,4,31,0.0
25273,1.31,0.214,237.61,5.6,21,8,2007,18,15,18.0
25274,1.388,0.074,242.8,5.6,3,6,2008,3,1,1.0
25275,0.77,0.064,242.51,3.2,16,3,2007,2,27,0.0
25276,0.246,0.054,242.04,1.0,26,2,2010,2,14,1.0
25277,0.322,0.168,239.83,1.6,19,9,2010,6,35,0.0
25278,2.228,0.0,242.07,9.8,20,1,2007,0,37,0.0
25279,0.266,0.0,243.41,1.2,28,3,2009,0,46,0.0
25280,0.37,0.116,241.24,1.6,8,3,2010,14,48,1.0
25281,1.262,0.088,238.34,5.2,27,6,2007,9,2,19.0
25282,0.478,0.318,245.04,2.4,11,8,2009,5,23,1.0
25283,0.794,0.072,241.85,3.2,29,10,2008,19,46,0.0
25284,0.104,0.0,238.06,0.4,8,1,2007,20,54,0.0
25285,0.378,0.102,242.86,1.6,19,5,2010,17,5,0.0
25286,0.132,0.0,243.24,0.6,24,7,2009,18,38,1.0
25287,0.342,0.118,242.73,1.4,5,2,2008,15,8,1.0
25288,0.208,0.112,242.61,1.0,19,9,2007,1,3,0.0
25289,0.246,0.0,244.66,1.0,12,11,2009,6,28,1.0
25290,0.352,0.112,241.18,1.4,25,4,2010,18,21,1.0
25291,0.652,0.07,243.27,2.6,21,11,2009,15,15,0.0
25292,0.272,0.0,244.23,1.2,3,4,2010,3,25,1.0
25293,1.346,0.05,241.35,5.6,20,5,2010,11,55,18.0
25294,0.274,0.12,244.05,1.2,6,10,2008,0,35,2.0
25295,0.304,0.228,238.67,1.6,8,1,2009,8,58,1.0
25296,0.384,0.356,240.65,2.2,7,7,2008,20,10,2.0
25297,0.156,0.0,242.47,0.6,20,7,2010,16,9,1.0
25298,0.252,0.052,246.93,1.0,13,2,2010,3,38,0.0
25299,0.326,0.086,242.62,1.4,13,11,2009,1,13,0.0
25300,2.332,0.364,236.75,10.0,9,3,2008,20,5,20.0
25301,1.49,0.072,243.87,6.2,31,10,2008,12,51,19.0
25302,0.322,0.0,237.72,1.6,28,6,2008,19,1,1.0
25303,0.132,0.0,242.05,0.6,7,12,2007,3,55,0.0
25304,1.51,0.0,241.16,6.2,29,3,2009,22,0,0.0
25305,0.344,0.22,242.38,1.6,20,6,2010,5,17,1.0
25306,1.45,0.086,239.35,6.0,20,2,2008,9,55,18.0
25307,0.376,0.238,244.63,1.8,27,5,2008,0,54,1.0
25308,0.504,0.13,242.31,2.2,24,4,2009,22,5,1.0
25309,0.126,0.0,239.23,0.6,27,6,2007,13,12,0.0
25310,0.238,0.136,241.53,1.0,31,5,2009,18,38,1.0
25311,1.41,0.058,241.09,5.8,12,3,2008,11,36,18.0
25312,0.336,0.116,243.32,1.4,17,10,2007,0,0,0.0
25313,0.234,0.092,241.46,1.0,8,6,2010,23,56,1.0
25314,2.268,0.206,233.29,9.8,5,2,2007,21,24,19.0
25315,1.354,0.188,234.05,5.8,31,8,2009,14,56,19.0
25316,1.446,0.406,242.45,6.2,7,7,2009,20,4,13.0
25317,1.768,0.106,240.62,7.4,31,12,2009,9,39,18.0
25318,1.762,0.052,235.19,9.4,5,1,2007,8,12,0.0
25319,0.838,0.194,240.92,3.6,28,7,2010,15,25,12.0
25320,0.328,0.226,242.07,1.8,19,9,2008,13,54,1.0
25321,0.232,0.0,248.39,1.0,25,12,2007,5,4,0.0
25322,1.294,0.244,238.05,5.6,6,12,2008,11,36,1.0
25323,0.48,0.256,244.96,2.2,14,3,2007,0,23,1.0
25324,0.548,0.074,243.65,2.2,3,7,2009,13,22,1.0
25325,1.332,0.0,244.21,5.4,25,1,2007,15,17,19.0
25326,0.24,0.106,240.24,1.0,13,8,2010,15,22,3.0
25327,0.558,0.05,243.26,2.4,5,6,2009,19,40,2.0
25328,2.13,0.088,240.16,9.0,18,6,2008,6,56,19.0
25329,0.128,0.0,241.33,0.6,7,6,2007,5,11,0.0
25330,0.178,0.154,241.5,0.8,24,8,2008,0,43,0.0
25331,3.122,0.37,239.71,13.2,24,11,2009,21,29,27.0
25332,0.238,0.098,239.97,1.0,30,7,2010,15,10,2.0
25333,0.33,0.068,246.64,1.4,15,2,2010,1,13,1.0
25335,1.876,0.0,241.76,7.6,4,10,2009,7,38,20.0
25336,1.424,0.232,240.8,6.0,14,6,2008,16,36,19.0
25337,1.952,0.23,238.58,8.2,30,11,2007,19,2,1.0
25338,0.638,0.0,244.61,2.6,15,1,2010,22,36,2.0
25339,0.238,0.132,240.48,1.0,8,7,2009,6,5,1.0
25340,0.53,0.08,241.52,2.4,11,2,2008,7,3,0.0
25341,0.302,0.076,236.2,1.2,6,1,2007,4,31,0.0
25342,1.372,0.082,241.54,5.6,9,5,2009,10,1,19.0
25343,1.414,0.07,238.13,6.0,11,5,2007,9,34,18.0
25344,0.206,0.078,238.8,1.0,27,7,2007,0,18,0.0
25345,1.632,0.136,241.67,6.8,14,10,2010,12,38,19.0
25346,0.118,0.0,235.27,0.6,9,6,2007,10,56,0.0
25347,1.274,0.0,232.15,5.4,21,5,2007,8,31,17.0
25348,0.272,0.0,244.57,1.2,3,4,2010,3,19,1.0
25349,0.348,0.13,244.77,1.4,31,12,2009,3,40,1.0
25350,0.218,0.0,239.45,0.8,31,10,2009,8,56,0.0
25351,1.388,0.12,234.5,5.8,13,5,2007,15,7,18.0
25352,0.348,0.158,244.77,1.6,31,1,2007,3,34,0.0
25353,3.714,0.178,236.5,15.6,16,6,2010,8,17,55.0
25354,0.378,0.114,247.4,1.6,16,12,2008,2,41,0.0
25355,0.22,0.0,242.35,0.8,26,2,2009,0,3,0.0
25356,0.654,0.18,244.23,3.0,30,10,2008,19,45,0.0
25357,1.344,0.148,239.5,5.6,7,7,2008,9,26,18.0
25358,0.17,0.142,241.96,0.8,25,8,2008,23,24,3.0
25359,0.272,0.0,244.01,1.2,22,2,2008,16,38,0.0
25360,2.294,0.162,243.77,9.4,17,1,2007,15,50,23.0
25361,0.306,0.12,244.99,1.4,4,2,2008,2,32,1.0
25362,1.216,0.088,238.37,5.0,10,6,2007,22,21,0.0
25363,0.318,0.08,241.27,1.4,26,10,2009,3,53,0.0
25364,1.544,0.0,242.26,6.4,6,11,2008,7,14,19.0
25365,1.598,0.0,227.9,7.0,27,5,2009,10,40,18.0
25366,2.534,0.118,241.03,10.4,24,3,2007,16,42,19.0
25367,0.296,0.0,240.79,1.2,17,4,2008,5,55,1.0
25368,0.262,0.0,247.37,1.2,2,10,2009,4,22,0.0
25369,0.348,0.25,241.53,1.8,28,7,2009,17,7,2.0
25370,0.344,0.086,239.89,1.4,14,10,2007,23,40,0.0
25371,0.146,0.0,241.82,0.6,9,10,2008,16,31,1.0
25372,1.48,0.112,241.58,6.0,4,8,2009,10,2,18.0
25373,3.346,0.282,236.76,14.4,14,5,2008,10,59,52.0
25374,1.038,0.0,241.67,4.2,21,1,2010,17,45,1.0
25375,5.664,0.0,237.01,23.8,20,6,2010,18,46,91.0
25376,2.766,0.294,232.87,12.0,18,5,2007,20,27,31.0
25377,1.904,0.058,246.04,7.6,13,2,2010,15,33,20.0
25378,0.296,0.092,243.59,1.2,27,10,2009,13,49,1.0
25379,1.784,0.18,243.03,7.4,27,2,2009,17,10,18.0
25380,3.598,0.078,240.61,14.8,16,2,2010,9,38,56.0
25381,2.094,0.434,239.68,8.8,13,9,2008,9,55,30.0
25382,0.548,0.114,241.11,2.2,25,5,2008,3,7,1.0
25383,0.624,0.162,242.78,2.6,3,7,2009,13,5,1.0
25384,0.298,0.066,239.58,1.2,13,10,2009,6,0,1.0
25385,0.406,0.204,244.66,1.8,24,3,2008,7,22,0.0
25386,0.082,0.0,239.15,0.2,13,8,2008,10,36,1.0
25387,2.346,0.112,233.85,10.0,6,6,2007,22,17,18.0
25388,2.376,0.096,240.05,9.8,4,8,2007,5,52,0.0
25389,0.274,0.0,235.94,1.2,6,1,2007,18,51,0.0
25390,1.368,0.106,241.42,5.6,28,6,2009,8,39,19.0
25391,0.684,0.076,241.12,3.2,3,9,2008,16,34,0.0
25392,2.468,0.218,240.31,10.2,2,3,2007,3,16,0.0
25393,0.324,0.096,237.37,1.4,26,5,2007,5,41,0.0
25394,0.39,0.204,241.55,1.8,6,9,2007,12,56,0.0
25395,1.336,0.05,238.07,5.6,11,12,2008,11,24,19.0
25396,0.266,0.052,241.73,1.2,13,11,2008,4,47,0.0
25397,2.798,0.156,241.13,11.6,11,11,2009,20,30,19.0
25398,0.318,0.09,236.08,1.4,26,5,2007,4,54,0.0
25399,0.214,0.0,242.71,1.0,6,2,2009,1,42,1.0
25400,1.66,0.446,239.45,7.4,7,1,2008,21,4,21.0
25401,0.538,0.098,241.08,2.2,3,4,2010,21,20,1.0
25402,1.434,0.332,239.9,6.2,17,6,2007,1,30,2.0
25403,1.276,0.094,239.51,5.2,10,2,2009,9,21,18.0
25404,1.432,0.084,241.88,5.8,3,7,2009,14,50,18.0
25405,0.748,0.344,242.57,3.4,6,12,2008,23,1,2.0
25406,0.146,0.0,237.21,0.6,13,5,2007,2,41,0.0
